t,x_odom,y_odom,yaw_odom,x_gt,y_gt,yaw_gt
33.405,0.4801862898488415,0.2658942820420676,1.0833762586541478,0.5498263318712724,0.08943081479324505,0.911308786248528
33.439,0.48473542181278634,0.2746856739632192,1.1031903105684882,0.5563381780436036,0.09185893779307397,0.9233099719023521
33.472,0.4892566748441191,0.28382809206794885,1.119870576027864,0.5693621306423118,0.09681052434875682,0.9446715812966238
33.505,0.49349841391152355,0.2927721270104868,1.1360414445482385,0.5824351212423595,0.10201858841990019,0.9641066129664153
33.538,0.49759545630949586,0.30178449527944506,1.1522009000257003,0.5889628704656209,0.10470481218491033,0.9738835336334382
33.572,0.5016840995202986,0.31113068421377904,1.1646207026818318,0.6019978481846824,0.11025065096575834,0.9914062091644643
33.605,0.5055419341552586,0.32025148217290283,1.1766721682599692,0.6149871390673165,0.11600899148277129,1.0059804967680643
33.638,0.5092895281248377,0.3294182222220617,1.1887416387488094,0.6214557944823772,0.11895705584207106,1.0132739629274101
33.672,0.5130342521667661,0.3389084884216793,1.201191868250629,0.6343528444279445,0.12498286096890379,1.0278638507651081
33.705,0.5165696034577535,0.3481561116221141,1.2100945861968289,0.6471943945245001,0.1311108391704277,1.0413338958754854
33.738,0.5200223840598075,0.35743453938969755,1.2189931071588953,0.6535888456318706,0.13418200309141926,1.0477851505770517
33.772,0.5235061210807959,0.3670207061521884,1.2254558402723073,0.6663865477226185,0.14042196656493472,1.058649647418348
33.804,0.5268275613089844,0.3763449207433086,1.2317303769795138,0.6792143120579832,0.14687666053112974,1.0659161356424383
33.838,0.5300904710694565,0.3856897261888265,1.237993266677929,0.6856052157271461,0.15016366364257536,1.0696980549935586
33.87,0.5333999096502338,0.395337509530878,1.2427001021299353,0.69831305664962,0.15684471633173244,1.0762835490794687
33.905,0.5365691579886283,0.40471799320926993,1.2472619011746358,0.710896201605988,0.16366147410927695,1.0818033949566266
33.938,0.5396961765699633,0.4141146135807739,1.2518238049693124,0.7171350120504026,0.16711859505081608,1.084562787502804
33.972,0.5428794399120375,0.4238098187113344,1.2552807905526027,0.7295157758826162,0.17413105484288138,1.0893518079357858
34.005,0.5459368425018281,0.433229962680573,1.2586449917846492,0.7417776504130525,0.18125302632099255,1.0934114764236087
34.038,0.548961874804637,0.4426583512966673,1.2620133502118747,0.7478714821318616,0.18484759425825842,1.0954379190298011
34.072,0.5520493096098962,0.452380264140547,1.2645742314610433,0.7600054341649962,0.19207782763599843,1.099133830546272
34.105,0.5550218375999356,0.46182284975623417,1.2670610725299445,0.7720602273590356,0.19927924572583217,1.101780627437651
